Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Postal Code,Market,Product ID,Category,Sub-Category,Brand,Product Name,Sales Channel,Store ID,Order Priority,Payment Mode,Quantity,Unit Price,Discount,COGS,Sales,Profit,Returned,Promo Applied
ORD-2023-003664,2023-06-23,2023-06-26,First Class,CUST-7414,Rahul Gupta,Home Office,India,Pune,Maharashtra,West,619882,APAC,BAK-MUF-5054,Bakery,Muffins,Modern,Modern Muffins,Online,SM122,Medium,COD,1,248.06,0.03,170.21,240.62,70.41,0,0
ORD-2024-003665,2022-02-28,2022-03-01,First Class,CUST-6923,Sneha Mondal,Consumer,India,Bengaluru,Karnataka,South,322613,APAC,BEV-TEA-2181,Beverages,Tea,Brooke Bond,Brooke Bond Tea,Offline,SM111,Medium,UPI,4,50.32,0.04,123.96,193.23,69.27,0,1
ORD-2019-003666,2019-02-13,2019-02-18,Standard Class,CUST-3233,Isha Singh,Corporate,India,Bengaluru,Karnataka,South,332929,APAC,SNA-CHI-2740,Snacks,Chips,Pringles,Pringles Chips,Offline,SM123,Medium,COD,3,181.8,0.15,311.82,463.59,151.77,0,0
ORD-2020-003667,2021-07-15,2021-07-20,First Class,CUST-9834,Sneha Das,Consumer,India,Mumbai,Maharashtra,West,696282,APAC,SNA-NOO-6493,Snacks,Noodles,Top Ramen,Top Ramen Noodles,Offline,SM114,Medium,Card,2,126.81,0.0,203.18,253.62,50.44,0,0
ORD-2021-003668,2024-12-27,2025-01-01,Standard Class,CUST-4707,Karan Reddy,Consumer,India,Delhi,Delhi,North,632888,APAC,DAI-YOG-1889,Dairy,Yogurt,Nestle,Nestle Yogurt,Online,SM103,Medium,Card,2,148.51,0.24,183.92,225.74,41.82,0,0
ORD-2022-003669,2020-05-08,2020-05-14,First Class,CUST-7222,Karan Mehta,Home Office,India,Ahmedabad,Gujarat,West,538190,APAC,SNA-NOO-4886,Snacks,Noodles,Maggi,Maggi Noodles,Online,SM107,High,UPI,6,150.22,0.0,656.16,901.32,245.16,0,0
ORD-2023-003670,2020-07-29,2020-08-03,Same Day,CUST-1526,Rahul Mehta,Home Office,India,Surat,Gujarat,West,413952,APAC,HOU-SOA-7296,Household,Soap,Dove,Dove Soap,Offline,SM114,Low,Wallet,4,412.71,0.0,1378.28,1650.84,272.56,0,1
ORD-2024-003671,2021-12-03,2021-12-08,First Class,CUST-5301,Isha Reddy,Home Office,India,Pune,Maharashtra,West,474921,APAC,BEV-TEA-1088,Beverages,Tea,Brooke Bond,Brooke Bond Tea,Online,SM121,High,Card,3,86.94,0.0,221.46,260.82,39.36,0,0
ORD-2019-003672,2020-07-17,2020-07-22,Standard Class,CUST-5750,Karan Mondal,Home Office,India,Kolkata,West Bengal,East,215102,APAC,PRO-TOM-0952,Produce,Tomatoes,Cherry,Cherry Tomatoes,Offline,SM112,Low,Card,1,97.44,0.0,73.57,97.44,23.87,0,0
ORD-2020-003673,2023-06-02,2023-06-07,First Class,CUST-5045,Vikram Sharma,Home Office,India,Delhi,Delhi,North,412025,APAC,HOU-TOO-7407,Household,Toothpaste,Colgate,Colgate Toothpaste,Online,SM117,High,COD,2,509.67,0.0,854.88,1019.34,164.46,0,0
ORD-2021-003674,2022-06-07,2022-06-08,First Class,CUST-1662,Amit Mehta,Home Office,India,Delhi,Delhi,North,408230,APAC,BAK-MUF-2364,Bakery,Muffins,Modern,Modern Muffins,Offline,SM115,Medium,COD,4,77.24,0.06,221.4,290.42,69.02,0,0
ORD-2022-003675,2024-01-05,2024-01-07,First Class,CUST-6279,Karan Das,Home Office,India,Bengaluru,Karnataka,South,209225,APAC,SNA-BIS-2710,Snacks,Biscuits,Britannia,Britannia Biscuits,Online,SM116,High,Wallet,5,169.47,0.0,683.0,847.35,164.35,0,0
ORD-2023-003676,2020-12-30,2021-01-04,First Class,CUST-7224,Karan Mehta,Consumer,India,Pune,Maharashtra,West,626395,APAC,HOU-TOO-7629,Household,Toothpaste,Colgate,Colgate Toothpaste,Online,SM122,Low,UPI,4,538.11,0.0,1538.28,2152.44,614.16,0,0
ORD-2024-003677,2020-07-13,2020-07-14,Same Day,CUST-6969,Rahul Sharma,Consumer,India,Jaipur,Rajasthan,North,428941,APAC,HOU-CLE-1354,Household,Cleaner,Dettol,Dettol Cleaner,Offline,SM117,High,Wallet,6,448.1,0.0,1668.42,2688.6,1020.18,0,0
ORD-2019-003678,2023-03-10,2023-03-14,Standard Class,CUST-6617,Sneha Mehta,Corporate,India,Chennai,Tamil Nadu,South,275276,APAC,DAI-CHE-2787,Dairy,Cheese,Britannia,Britannia Cheese,Online,SM112,Medium,UPI,1,105.35,0.0,87.45,105.35,17.9,0,0
ORD-2020-003679,2019-05-19,2019-05-22,Second Class,CUST-5982,Rohit Singh,Consumer,India,Hyderabad,Telangana,South,587586,APAC,DAI-BUT-6974,Dairy,Butter,Amul,Amul Butter,Offline,SM127,High,COD,7,29.51,0.0,131.53,206.57,75.04,0,0
ORD-2021-003680,2024-03-03,2024-03-04,Standard Class,CUST-1489,Sneha Mehta,Corporate,India,Bengaluru,Karnataka,South,168927,APAC,SNA-NOO-7910,Snacks,Noodles,Knorr,Knorr Noodles,Offline,SM128,Low,Card,3,28.8,0.0,66.81,86.4,19.59,0,1
ORD-2022-003681,2024-01-14,2024-01-15,First Class,CUST-2981,Amit Das,Consumer,India,Chennai,Tamil Nadu,South,393540,APAC,DAI-GHE-1723,Dairy,Ghee,Gowardhan,Gowardhan Ghee,Offline,SM101,Medium,COD,2,143.93,0.0,212.12,287.86,75.74,0,0
ORD-2023-003682,2023-08-17,2023-08-18,First Class,CUST-9667,Ananya Iyer,Consumer,India,Mumbai,Maharashtra,West,638299,APAC,PRO-APP-0324,Produce,Apples,Fuji,Fuji Apples,Offline,SM126,Medium,COD,3,58.32,0.0,104.43,174.96,70.53,0,0
ORD-2024-003683,2022-05-25,2022-05-26,Standard Class,CUST-8660,Neha Mondal,Corporate,India,Kolkata,West Bengal,East,565843,APAC,SNA-CHO-8562,Snacks,Chocolate,Amul,Amul Chocolate,Online,SM105,Low,UPI,1,118.84,0.0,70.12,118.84,48.72,0,1
ORD-2019-003684,2024-07-02,2024-07-04,Standard Class,CUST-3137,Vikram Gupta,Corporate,India,Chennai,Tamil Nadu,South,437298,APAC,BEV-ENE-2400,Beverages,Energy Drink,Monster,Monster Energy Drink,Offline,SM100,Medium,UPI,4,112.59,0.0,370.48,450.36,79.88,0,0
ORD-2020-003685,2020-10-13,2020-10-17,First Class,CUST-5499,Isha Mehta,Consumer,India,Bengaluru,Karnataka,South,581941,APAC,PRO-BAN-8343,Produce,Bananas,Cavendish,Cavendish Bananas,Offline,SM119,Medium,COD,2,59.59,0.0,96.8,119.18,22.38,0,0
ORD-2021-003686,2019-10-01,2019-10-03,Second Class,CUST-5152,Amit Das,Corporate,India,Mumbai,Maharashtra,West,367304,APAC,SNA-CHO-1970,Snacks,Chocolate,Nestle,Nestle Chocolate,Offline,SM128,Medium,UPI,3,87.56,0.05,150.54,249.55,99.01,0,0
ORD-2022-003687,2022-12-01,2022-12-03,Same Day,CUST-4278,Karan Gupta,Corporate,India,Hyderabad,Telangana,South,600663,APAC,HOU-SHA-3574,Household,Shampoo,Head & Shoulders,Head & Shoulders Shampoo,Online,SM110,Critical,UPI,4,458.91,0.02,1406.68,1798.93,392.25,0,0
ORD-2023-003688,2019-06-06,2019-06-08,First Class,CUST-6657,Rohit Reddy,Corporate,India,Pune,Maharashtra,West,623102,APAC,SNA-NOO-6364,Snacks,Noodles,Top Ramen,Top Ramen Noodles,Online,SM128,Medium,Card,4,55.7,0.0,172.72,222.8,50.08,0,0
ORD-2024-003689,2024-11-25,2024-11-27,Second Class,CUST-7688,Rohit Gupta,Home Office,India,Hyderabad,Telangana,South,539709,APAC,BEV-JUI-2079,Beverages,Juice,Paperboat,Paperboat Juice,Offline,SM129,High,UPI,1,177.94,0.0,149.77,177.94,28.17,0,0
ORD-2019-003690,2023-11-08,2023-11-15,Same Day,CUST-5899,Isha Mehta,Home Office,India,Kolkata,West Bengal,East,238580,APAC,PRO-TOM-0711,Produce,Tomatoes,Local,Local Tomatoes,Online,SM111,Low,Card,3,61.25,0.0,155.46,183.75,28.29,0,0
ORD-2020-003691,2022-02-07,2022-02-09,First Class,CUST-9237,Ananya Khan,Home Office,India,Surat,Gujarat,West,588394,APAC,BAK-BRE-7996,Bakery,Bread,Britannia,Britannia Bread,Offline,SM116,Low,NetBanking,2,115.81,0.0,196.48,231.62,35.14,0,1
ORD-2021-003692,2021-08-03,2021-08-05,First Class,CUST-7395,Amit Mondal,Corporate,India,Bengaluru,Karnataka,South,182518,APAC,SNA-BIS-3050,Snacks,Biscuits,Sunfeast,Sunfeast Biscuits,Offline,SM124,Medium,Card,4,150.71,0.09,467.24,548.58,81.34,0,0
ORD-2022-003693,2019-01-30,2019-02-05,Standard Class,CUST-8331,Priya Reddy,Corporate,India,Ahmedabad,Gujarat,West,111288,APAC,DAI-CHE-1101,Dairy,Cheese,Britannia,Britannia Cheese,Online,SM124,Medium,COD,1,121.12,0.0,91.18,121.12,29.94,0,0
ORD-2023-003694,2024-08-19,2024-08-20,Standard Class,CUST-3295,Priya Khan,Home Office,India,Bengaluru,Karnataka,South,361757,APAC,DAI-YOG-7401,Dairy,Yogurt,Epigamia,Epigamia Yogurt,Online,SM115,High,COD,3,141.7,0.0,287.82,425.1,137.28,0,1
ORD-2024-003695,2019-01-06,2019-01-10,First Class,CUST-8255,Rahul Patel,Home Office,India,Hyderabad,Telangana,South,170206,APAC,PRO-ONI-3349,Produce,Onions,White,White Onions,Offline,SM101,Medium,Card,2,103.26,0.0,151.5,206.52,55.02,0,0
ORD-2019-003696,2023-04-06,2023-04-09,First Class,CUST-9804,Ananya Mehta,Home Office,India,Pune,Maharashtra,West,329403,APAC,SNA-POP-0265,Snacks,Popcorn,Jiffy Pop,Jiffy Pop Popcorn,Online,SM122,High,NetBanking,2,167.7,0.0,198.1,335.4,137.3,0,0
ORD-2020-003697,2021-04-14,2021-04-15,Standard Class,CUST-8262,Amit Reddy,Home Office,India,Chennai,Tamil Nadu,South,633899,APAC,DAI-MIL-5883,Dairy,Milk,Mother Dairy,Mother Dairy Milk,Offline,SM103,Low,Card,6,106.28,0.0,396.6,637.68,241.08,0,1
ORD-2021-003698,2020-06-24,2020-06-29,Standard Class,CUST-8910,Priya Mehta,Corporate,India,Hyderabad,Telangana,South,513269,APAC,HOU-DET-6747,Household,Detergent,Ghadi,Ghadi Detergent,Online,SM108,Low,NetBanking,2,569.1,0.0,924.5,1138.2,213.7,0,0
ORD-2022-003699,2023-06-20,2023-06-21,First Class,CUST-8676,Rahul Sharma,Consumer,India,Chennai,Tamil Nadu,South,572048,APAC,PRO-BAN-9058,Produce,Bananas,Robusta,Robusta Bananas,Online,SM109,Low,Card,1,104.87,0.0,63.33,104.87,41.54,0,1
ORD-2023-003700,2024-02-27,2024-02-29,Same Day,CUST-7207,Amit Khan,Corporate,India,Kolkata,West Bengal,East,210456,APAC,DAI-YOG-7267,Dairy,Yogurt,Nestle,Nestle Yogurt,Offline,SM101,Medium,Card,6,79.24,0.12,300.54,418.39,117.85,0,0
ORD-2024-003701,2019-08-25,2019-08-29,Standard Class,CUST-6748,Priya Reddy,Home Office,India,Pune,Maharashtra,West,150097,APAC,HOU-TIS-4169,Household,Tissue,Bello,Bello Tissue,Offline,SM106,Low,COD,2,200.19,0.18,304.34,328.31,23.97,0,0
ORD-2019-003702,2020-01-25,2020-01-28,Standard Class,CUST-4275,Ananya Patel,Home Office,India,Bengaluru,Karnataka,South,130334,APAC,BEV-SOF-4534,Beverages,Soft Drink,Pepsi,Pepsi Soft Drink,Online,SM106,High,NetBanking,5,94.26,0.0,300.8,471.3,170.5,0,0
ORD-2020-003703,2019-08-02,2019-08-04,Second Class,CUST-5228,Isha Gupta,Corporate,India,Bengaluru,Karnataka,South,241655,APAC,DAI-CHE-5532,Dairy,Cheese,Britannia,Britannia Cheese,Online,SM105,Critical,NetBanking,4,213.32,0.0,674.52,853.28,178.76,1,1
ORD-2021-003704,2021-10-20,2021-10-23,Standard Class,CUST-4623,Neha Sharma,Home Office,India,Pune,Maharashtra,West,303194,APAC,HOU-SOA-2643,Household,Soap,Dove,Dove Soap,Online,SM120,High,Wallet,6,164.95,0.0,669.78,989.7,319.92,0,0
ORD-2022-003705,2019-08-17,2019-08-20,Second Class,CUST-8812,Amit Mondal,Consumer,India,Ahmedabad,Gujarat,West,663500,APAC,BAK-CAK-1814,Bakery,Cakes,Theobroma,Theobroma Cakes,Online,SM107,Medium,Card,1,212.27,0.0,130.81,212.27,81.46,0,1
ORD-2023-003706,2021-12-22,2021-12-24,First Class,CUST-6003,Amit Khan,Consumer,India,Ahmedabad,Gujarat,West,335231,APAC,HOU-TIS-0740,Household,Tissue,Kleenex,Kleenex Tissue,Offline,SM127,Low,COD,3,262.47,0.0,465.12,787.41,322.29,0,0
ORD-2024-003707,2024-07-06,2024-07-08,Standard Class,CUST-1538,Amit Khan,Home Office,India,Mumbai,Maharashtra,West,211688,APAC,BAK-CAK-3444,Bakery,Cakes,Local Bakery,Local Bakery Cakes,Online,SM106,Medium,UPI,4,86.32,0.0,261.56,345.28,83.72,0,0
ORD-2019-003708,2021-07-02,2021-07-03,Same Day,CUST-5983,Isha Patel,Corporate,India,Hyderabad,Telangana,South,612931,APAC,DAI-CHE-8320,Dairy,Cheese,La Vache,La Vache Cheese,Online,SM120,Medium,Card,3,107.68,0.0,246.99,323.04,76.05,0,1
ORD-2020-003709,2021-01-30,2021-02-02,Second Class,CUST-7387,Ananya Gupta,Corporate,India,Delhi,Delhi,North,309114,APAC,PRO-LEA-4058,Produce,Leafy Greens,Coriander,Coriander Leafy Greens,Offline,SM125,High,UPI,2,29.76,0.0,41.38,59.52,18.14,0,0
ORD-2021-003710,2024-06-15,2024-06-17,Same Day,CUST-7861,Vikram Singh,Home Office,India,Chennai,Tamil Nadu,South,365706,APAC,BAK-CRO-1783,Bakery,Croissants,Britannia,Britannia Croissants,Offline,SM120,Medium,COD,6,159.48,0.0,541.92,956.88,414.96,0,0
ORD-2022-003711,2024-09-21,2024-09-27,Same Day,CUST-8476,Amit Mondal,Corporate,India,Jaipur,Rajasthan,North,381743,APAC,BEV-SOF-4839,Beverages,Soft Drink,Pepsi,Pepsi Soft Drink,Offline,SM123,Low,UPI,6,163.52,0.0,667.08,981.12,314.04,0,0
ORD-2023-003712,2022-02-04,2022-02-07,Second Class,CUST-7947,Ananya Das,Home Office,India,Chennai,Tamil Nadu,South,128414,APAC,SNA-CHO-1567,Snacks,Chocolate,Lindt,Lindt Chocolate,Offline,SM108,Medium,Wallet,2,45.86,0.0,68.52,91.72,23.2,0,1
ORD-2024-003713,2019-12-30,2020-01-04,Standard Class,CUST-6328,Vikram Mondal,Corporate,India,Kolkata,West Bengal,East,223870,APAC,DAI-GHE-3622,Dairy,Ghee,Anik,Anik Ghee,Online,SM113,Medium,Card,3,50.99,0.0,91.89,152.97,61.08,0,0
ORD-2019-003714,2023-02-27,2023-03-03,Standard Class,CUST-7994,Ananya Iyer,Home Office,India,Bengaluru,Karnataka,South,491715,APAC,PRO-ONI-0596,Produce,Onions,Shallots,Shallots Onions,Offline,SM126,High,NetBanking,3,47.09,0.0,87.93,141.27,53.34,0,0
ORD-2020-003715,2022-09-27,2022-09-29,Same Day,CUST-8958,Isha Iyer,Consumer,India,Bengaluru,Karnataka,South,324633,APAC,PRO-TOM-5117,Produce,Tomatoes,Local,Local Tomatoes,Online,SM124,Medium,Wallet,2,45.24,0.17,53.62,75.1,21.48,0,0
ORD-2021-003716,2019-12-20,2019-12-21,First Class,CUST-9507,Sneha Patel,Home Office,India,Bengaluru,Karnataka,South,194166,APAC,SNA-BIS-2615,Snacks,Biscuits,Sunfeast,Sunfeast Biscuits,Offline,SM107,Medium,COD,2,47.95,0.0,53.6,95.9,42.3,0,0
ORD-2022-003717,2023-04-25,2023-04-26,Same Day,CUST-4267,Rahul Sharma,Corporate,India,Jaipur,Rajasthan,North,589737,APAC,SNA-NAM-8614,Snacks,Namkeen,Bikanervala,Bikanervala Namkeen,Online,SM124,High,UPI,3,40.06,0.0,101.79,120.18,18.39,0,0
ORD-2023-003718,2022-06-28,2022-06-30,Same Day,CUST-1931,Priya Mondal,Home Office,India,Delhi,Delhi,North,349373,APAC,DAI-CHE-1346,Dairy,Cheese,Go,Go Cheese,Online,SM117,High,Card,3,27.8,0.0,62.16,83.4,21.24,0,0
ORD-2024-003719,2023-09-25,2023-09-28,Standard Class,CUST-2988,Priya Gupta,Corporate,India,Ahmedabad,Gujarat,West,412680,APAC,BAK-BRE-9857,Bakery,Bread,Harvest Gold,Harvest Gold Bread,Online,SM102,Medium,NetBanking,3,70.61,0.0,120.09,211.83,91.74,0,0
ORD-2019-003720,2021-01-28,2021-01-31,Second Class,CUST-8539,Amit Mehta,Corporate,India,Bengaluru,Karnataka,South,230872,APAC,DAI-YOG-8216,Dairy,Yogurt,Epigamia,Epigamia Yogurt,Online,SM102,Low,Card,2,207.39,0.0,260.94,414.78,153.84,0,0
ORD-2020-003721,2023-03-07,2023-03-10,Second Class,CUST-5181,Vikram Sharma,Home Office,India,Ahmedabad,Gujarat,West,236372,APAC,BEV-TEA-9542,Beverages,Tea,Tetley,Tetley Tea,Offline,SM103,Low,Card,2,42.65,0.0,53.94,85.3,31.36,0,1
ORD-2021-003722,2019-03-15,2019-03-19,Second Class,CUST-2641,Neha Sharma,Home Office,India,Jaipur,Rajasthan,North,646859,APAC,HOU-TOO-6560,Household,Toothpaste,Pepsodent,Pepsodent Toothpaste,Offline,SM123,Medium,Card,3,225.83,0.0,375.0,677.49,302.49,0,0
ORD-2022-003723,2023-02-06,2023-02-11,First Class,CUST-4488,Neha Das,Consumer,India,Pune,Maharashtra,West,158308,APAC,BAK-CAK-9811,Bakery,Cakes,Theobroma,Theobroma Cakes,Online,SM123,High,COD,2,103.13,0.17,147.68,171.2,23.52,0,0
ORD-2023-003724,2021-06-02,2021-06-07,First Class,CUST-9810,Vikram Das,Corporate,India,Bengaluru,Karnataka,South,653576,APAC,BAK-CAK-6528,Bakery,Cakes,Theobroma,Theobroma Cakes,Offline,SM118,Medium,Card,1,188.37,0.0,147.11,188.37,41.26,0,0
ORD-2024-003725,2023-04-21,2023-04-25,First Class,CUST-7420,Rahul Gupta,Consumer,India,Bengaluru,Karnataka,South,260153,APAC,BAK-COO-8188,Bakery,Cookies,Britannia,Britannia Cookies,Online,SM111,Medium,Card,4,183.29,0.05,466.84,696.5,229.66,0,0
ORD-2019-003726,2022-12-17,2022-12-19,Standard Class,CUST-8688,Priya Iyer,Consumer,India,Chennai,Tamil Nadu,South,279554,APAC,BAK-CRO-0947,Bakery,Croissants,Britannia,Britannia Croissants,Offline,SM107,Medium,UPI,4,299.08,0.0,922.12,1196.32,274.2,0,0
ORD-2020-003727,2020-12-18,2020-12-21,Same Day,CUST-2931,Karan Iyer,Consumer,India,Ahmedabad,Gujarat,West,403123,APAC,BEV-ENE-4178,Beverages,Energy Drink,Power Horse,Power Horse Energy Drink,Offline,SM123,Medium,Wallet,5,153.85,0.0,603.7,769.25,165.55,0,1
ORD-2021-003728,2021-08-26,2021-08-29,Same Day,CUST-8446,Ananya Mehta,Consumer,India,Jaipur,Rajasthan,North,459112,APAC,SNA-CHO-9076,Snacks,Chocolate,Lindt,Lindt Chocolate,Offline,SM103,Medium,UPI,1,57.79,0.0,47.2,57.79,10.59,0,0
ORD-2022-003729,2023-03-06,2023-03-07,Second Class,CUST-3062,Vikram Sharma,Consumer,India,Surat,Gujarat,West,369941,APAC,DAI-CRE-1243,Dairy,Cream,Millennium,Millennium Cream,Online,SM101,Medium,Card,3,53.24,0.0,123.27,159.72,36.45,0,1
ORD-2023-003730,2024-11-13,2024-11-17,Second Class,CUST-8363,Rohit Sharma,Home Office,India,Pune,Maharashtra,West,339211,APAC,PRO-BAN-6439,Produce,Bananas,Cavendish,Cavendish Bananas,Offline,SM125,High,UPI,5,77.66,0.0,289.0,388.3,99.3,0,0
ORD-2024-003731,2020-06-10,2020-06-13,Standard Class,CUST-7779,Neha Das,Corporate,India,Jaipur,Rajasthan,North,452440,APAC,SNA-CHI-0645,Snacks,Chips,Bingo,Bingo Chips,Online,SM109,Medium,Card,1,63.87,0.15,50.34,54.29,3.95,0,0
ORD-2019-003732,2021-02-12,2021-02-14,Second Class,CUST-3302,Rahul Singh,Consumer,India,Hyderabad,Telangana,South,170941,APAC,BAK-COO-3422,Bakery,Cookies,Unibic,Unibic Cookies,Offline,SM122,Medium,UPI,5,51.51,0.07,161.85,239.52,77.67,0,1
ORD-2020-003733,2023-12-16,2023-12-18,Same Day,CUST-4521,Ananya Sharma,Home Office,India,Bengaluru,Karnataka,South,207013,APAC,DAI-MIL-8801,Dairy,Milk,Nandini,Nandini Milk,Online,SM117,Medium,Card,5,50.04,0.13,210.6,217.67,7.07,0,0
ORD-2021-003734,2024-02-18,2024-02-21,First Class,CUST-2323,Rahul Reddy,Consumer,India,Ahmedabad,Gujarat,West,246146,APAC,SNA-POP-5686,Snacks,Popcorn,Jiffy Pop,Jiffy Pop Popcorn,Offline,SM123,High,UPI,5,162.41,0.0,461.9,812.05,350.15,0,0
ORD-2022-003735,2021-01-14,2021-01-17,Same Day,CUST-5376,Amit Mehta,Consumer,India,Bengaluru,Karnataka,South,447487,APAC,BEV-MIN-5261,Beverages,Mineral Water,Aquafina,Aquafina Mineral Water,Offline,SM114,Low,NetBanking,6,173.01,0.0,675.0,1038.06,363.06,0,0
ORD-2023-003736,2024-05-22,2024-05-23,Same Day,CUST-7922,Karan Reddy,Consumer,India,Ahmedabad,Gujarat,West,361178,APAC,BAK-BUN-3217,Bakery,Buns,Modern,Modern Buns,Offline,SM107,Low,UPI,3,122.22,0.0,274.05,366.66,92.61,0,0
ORD-2024-003737,2023-08-26,2023-08-28,Second Class,CUST-4853,Vikram Gupta,Home Office,India,Pune,Maharashtra,West,318380,APAC,HOU-TIS-4092,Household,Tissue,Kleenex,Kleenex Tissue,Offline,SM100,Medium,COD,1,391.31,0.08,266.06,360.01,93.95,0,0
ORD-2019-003738,2021-12-22,2021-12-23,First Class,CUST-6235,Rohit Patel,Corporate,India,Chennai,Tamil Nadu,South,639661,APAC,BAK-CAK-6892,Bakery,Cakes,Local Bakery,Local Bakery Cakes,Offline,SM102,Medium,COD,5,40.48,0.09,115.85,184.18,68.33,0,0
ORD-2020-003739,2023-06-23,2023-06-28,First Class,CUST-9035,Rohit Reddy,Consumer,India,Pune,Maharashtra,West,469608,APAC,BAK-BUN-3866,Bakery,Buns,Modern,Modern Buns,Offline,SM125,Medium,UPI,2,174.83,0.16,206.68,293.71,87.03,0,0
ORD-2021-003740,2022-02-09,2022-02-11,Same Day,CUST-3593,Sneha Khan,Consumer,India,Surat,Gujarat,West,258553,APAC,BAK-CRO-0118,Bakery,Croissants,ITC,ITC Croissants,Online,SM121,Low,UPI,2,152.5,0.0,225.74,305.0,79.26,0,1
ORD-2022-003741,2022-10-13,2022-10-17,First Class,CUST-9338,Rohit Singh,Consumer,India,Ahmedabad,Gujarat,West,431957,APAC,BAK-CAK-2026,Bakery,Cakes,Local Bakery,Local Bakery Cakes,Online,SM102,Medium,UPI,4,22.33,0.0,70.32,89.32,19.0,0,0
ORD-2023-003742,2021-07-28,2021-07-29,Standard Class,CUST-9993,Karan Gupta,Home Office,India,Bengaluru,Karnataka,South,633678,APAC,PRO-APP-8212,Produce,Apples,Fuji,Fuji Apples,Online,SM124,Low,Card,1,67.06,0.0,48.72,67.06,18.34,0,0
ORD-2024-003743,2022-12-30,2023-01-01,First Class,CUST-1173,Karan Singh,Home Office,India,Bengaluru,Karnataka,South,576235,APAC,PRO-ONI-9785,Produce,Onions,Nashik,Nashik Onions,Online,SM102,Low,UPI,1,29.78,0.09,24.88,27.1,2.22,0,0
ORD-2019-003744,2023-02-10,2023-02-15,Second Class,CUST-6704,Amit Mondal,Consumer,India,Bengaluru,Karnataka,South,518991,APAC,HOU-TIS-4929,Household,Tissue,Kleenex,Kleenex Tissue,Offline,SM100,Medium,Card,5,156.15,0.0,431.25,780.75,349.5,0,0
ORD-2020-003745,2019-02-05,2019-02-09,Same Day,CUST-9847,Isha Iyer,Corporate,India,Pune,Maharashtra,West,201656,APAC,BEV-ENE-7669,Beverages,Energy Drink,Power Horse,Power Horse Energy Drink,Offline,SM128,Medium,Card,3,161.7,0.0,323.91,485.1,161.19,0,1
ORD-2021-003746,2021-06-24,2021-06-25,Same Day,CUST-7012,Rohit Patel,Consumer,India,Jaipur,Rajasthan,North,170866,APAC,BEV-JUI-9613,Beverages,Juice,Tropicana,Tropicana Juice,Online,SM123,Critical,COD,3,23.86,0.0,40.44,71.58,31.14,0,0
ORD-2022-003747,2022-10-29,2022-10-30,First Class,CUST-7339,Neha Patel,Consumer,India,Chennai,Tamil Nadu,South,231431,APAC,BAK-COO-3467,Bakery,Cookies,Britannia,Britannia Cookies,Online,SM111,Medium,UPI,3,107.52,0.0,205.86,322.56,116.7,0,0
ORD-2023-003748,2019-01-12,2019-01-17,Same Day,CUST-1403,Neha Das,Home Office,India,Kolkata,West Bengal,East,549259,APAC,BEV-TEA-9976,Beverages,Tea,Tetley,Tetley Tea,Offline,SM116,Low,Card,4,44.67,0.11,135.84,159.03,23.19,0,0
ORD-2024-003749,2019-05-10,2019-05-13,Second Class,CUST-1814,Karan Gupta,Corporate,India,Mumbai,Maharashtra,West,330920,APAC,BEV-SOF-4248,Beverages,Soft Drink,Coke,Coke Soft Drink,Online,SM121,Medium,UPI,3,123.01,0.0,245.76,369.03,123.27,0,1
ORD-2019-003750,2020-12-19,2020-12-22,Standard Class,CUST-5842,Priya Singh,Consumer,India,Ahmedabad,Gujarat,West,351936,APAC,DAI-YOG-8556,Dairy,Yogurt,Nestle,Nestle Yogurt,Offline,SM112,Medium,NetBanking,7,73.79,0.07,421.68,480.37,58.69,0,0
ORD-2020-003751,2023-11-13,2023-11-14,Second Class,CUST-4910,Sneha Mondal,Consumer,India,Mumbai,Maharashtra,West,679075,APAC,HOU-TOO-0461,Household,Toothpaste,Colgate,Colgate Toothpaste,Offline,SM115,Low,UPI,4,469.9,0.1,1485.08,1691.64,206.56,0,0
ORD-2021-003752,2022-02-04,2022-02-08,Second Class,CUST-3741,Rohit Iyer,Home Office,India,Mumbai,Maharashtra,West,147451,APAC,PRO-ONI-8325,Produce,Onions,Nashik,Nashik Onions,Online,SM125,Medium,Card,1,55.88,0.0,44.32,55.88,11.56,0,0
ORD-2022-003753,2024-04-07,2024-04-09,Standard Class,CUST-6167,Ananya Das,Home Office,India,Chennai,Tamil Nadu,South,551155,APAC,BAK-BRE-5037,Bakery,Bread,Modern,Modern Bread,Online,SM109,Medium,NetBanking,1,218.66,0.17,149.89,181.49,31.6,0,0
ORD-2023-003754,2022-08-08,2022-08-13,First Class,CUST-9206,Priya Mondal,Consumer,India,Hyderabad,Telangana,South,648460,APAC,BEV-MIN-8971,Beverages,Mineral Water,Aquafina,Aquafina Mineral Water,Offline,SM128,High,COD,2,116.21,0.0,189.84,232.42,42.58,1,0
ORD-2024-003755,2024-05-09,2024-05-10,Standard Class,CUST-2032,Isha Das,Corporate,India,Mumbai,Maharashtra,West,361873,APAC,BAK-COO-9774,Bakery,Cookies,Unibic,Unibic Cookies,Offline,SM126,Medium,Card,3,233.39,0.0,400.02,700.17,300.15,0,0
